,cars_name,cars_brand,model,model_year,car_type,kms,owner,gasoline_type,price,emi_per_month,zero_downpayment,city,state
193,Maruti S Cross,Maruti,ZETA 1.3 ,2017,Manual,97193,1,Diesel,68899,879,Zero downpayment,Ahmedabad,Gujarat
194,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2018,Manual,33164,1,Petrol,99899,344,Zero downpayment,Ahmedabad,Gujarat
195,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2017,Manual,24132,1,Petrol,9099,549,Zero downpayment,Ahmedabad,Gujarat
196,Hyundai Verna,Hyundai,1.6 CRDI SX ,2018,Manual,94593,1,Diesel,92099,620,Zero downpayment,Ahmedabad,Gujarat
197,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2019,Manual,24011,1,Diesel,53599,212,Zero downpayment,Ahmedabad,Gujarat
198,Maruti Swift,Maruti,VXI ,2016,Manual,72625,1,Petrol,85999,811,Zero downpayment,Ahmedabad,Gujarat
199,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2019,Manual,18200,1,Diesel,53599,212,Zero downpayment,Ahmedabad,Gujarat
200,Maruti Baleno,Maruti,DELTA DDIS 190 ,2017,Manual,60422,1,Diesel,45299,130,Zero downpayment,Ahmedabad,Gujarat
201,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2020,Manual,8979,1,Diesel,72899,642,Zero downpayment,Ahmedabad,Gujarat
202,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2019,Manual,21775,1,Petrol,90899,369,Zero downpayment,Ahmedabad,Gujarat
203,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2019,Manual,49525,1,Diesel,16499,163,Zero downpayment,Ahmedabad,Gujarat
204,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2018,Manual,16121,1,Petrol,59099,661,Zero downpayment,Ahmedabad,Gujarat
205,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2020,Manual,6109,1,Petrol,57599,628,Zero downpayment,Ahmedabad,Gujarat
206,Hyundai Verna,Hyundai,1.6 CRDI SX + AT ,2019,Automatic,40175,2,Diesel,14399,789,Zero downpayment,Ahmedabad,Gujarat
207,Hyundai VENUE,Hyundai,S MT 1.2 KAPPA ,2020,Manual,9730,1,Petrol,29399,450,Zero downpayment,Ahmedabad,Gujarat
208,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2020,Manual,3384,1,Petrol,20499,27,Zero downpayment,Ahmedabad,Gujarat
209,Maruti Baleno,Maruti,ZETA 1.2 K12 ,2018,Manual,19448,1,Petrol,89599,340,Zero downpayment,Ahmedabad,Gujarat
210,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2018,Manual,50896,2,Petrol,57799,408,Zero downpayment,Ahmedabad,Gujarat
211,Maruti Baleno,Maruti,DELTA DDIS 190 ,2017,Manual,52786,1,Diesel,76099,815,Zero downpayment,Ahmedabad,Gujarat
212,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2020,Manual,6138,1,Petrol,88099,306,Zero downpayment,Ahmedabad,Gujarat
213,Jeep Compass,Jeep,2.0 LIMITED ,2019,Manual,60802,1,Diesel,499,378,Zero downpayment,Ahmedabad,Gujarat
214,Honda City,Honda,ZX MT PETROL ,2020,Manual,23138,1,Petrol,93599,0,Zero downpayment,Ahmedabad,Gujarat
215,Maruti Baleno,Maruti,ZETA 1.2 K12 ,2019,Manual,8931,1,Petrol,3399,647,Zero downpayment,Ahmedabad,Gujarat
216,Maruti Swift,Maruti,VDI ABS ,2017,Manual,77598,2,Diesel,999,144,Zero downpayment,Ahmedabad,Gujarat
217,Hyundai i10,Hyundai,GNA 1.1 IRDE2 ,2015,Manual,38199,1,Petrol,71599,266,Zero downpayment,Ahmedabad,Gujarat
218,Maruti IGNIS,Maruti,SIGMA 1.2 K12 ,2017,Manual,16923,1,Petrol,36599,712,Zero downpayment,Ahmedabad,Gujarat
219,Honda WR-V,Honda,1.2 i-VTEC VX MT ,2019,Manual,36630,2,Petrol,6099,156,Zero downpayment,Ahmedabad,Gujarat
220,Maruti Baleno,Maruti,ZETA 1.2 K12 ,2018,Manual,52394,2,Petrol,10499,580,Zero downpayment,Ahmedabad,Gujarat
221,Hyundai i10,Hyundai,GNA 1.1 IRDE2 ,2015,Manual,41080,1,Petrol,71599,266,Zero downpayment,Ahmedabad,Gujarat
222,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2019,Manual,19272,1,Petrol,60399,690,Zero downpayment,Ahmedabad,Gujarat
223,Mahindra XUV500,Mahindra,W9 ,2018,Manual,114898,1,Diesel,35099,250,Zero downpayment,Ahmedabad,Gujarat
224,MG HECTOR,MG,SHARP DCT PETROL ,2020,Automatic,3865,1,Petrol,55699,830,Zero downpayment,Ahmedabad,Gujarat
225,Hyundai VENUE,Hyundai,SX 1.0 GDI IMT ,2020,Manual,8933,1,Petrol,49499,346,Zero downpayment,Ahmedabad,Gujarat
226,Ford Ecosport,Ford,1.5 TITANIUM PLUS TI VCT AT ,2020,Automatic,23511,1,Petrol,67499,746,Zero downpayment,Ahmedabad,Gujarat
227,Maruti Swift,Maruti,VXI ,2017,Manual,50292,2,Petrol,52899,299,Zero downpayment,Ahmedabad,Gujarat
228,Maruti Baleno,Maruti,ZETA 1.2 K12 ,2019,Manual,23884,1,Petrol,4199,665,Zero downpayment,Ahmedabad,Gujarat
229,Hyundai VENUE,Hyundai,S MT 1.2 KAPPA ,2020,Manual,5231,1,Petrol,24899,349,Zero downpayment,Ahmedabad,Gujarat
230,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2019,Manual,23050,1,Petrol,63099,750,Zero downpayment,Ahmedabad,Gujarat
231,Hyundai VENUE,Hyundai,1.0L Turbo GDI SX(O) MT ,2019,Manual,14673,2,Petrol,12399,520,Zero downpayment,Ahmedabad,Gujarat
232,Hyundai VENUE,Hyundai,SX(O) CRDi ,2019,Manual,32620,1,Diesel,82499,855,Zero downpayment,Ahmedabad,Gujarat
233,Maruti Baleno,Maruti,DELTA DDIS 190 ,2017,Manual,83045,1,Diesel,87099,60,Zero downpayment,Ahmedabad,Gujarat
234,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2020,Manual,32683,1,Diesel,54199,226,Zero downpayment,Ahmedabad,Gujarat
235,Maruti Vitara Brezza,Maruti,VDI OPT ,2018,Manual,38375,1,Diesel,60899,926,Zero downpayment,Ahmedabad,Gujarat
236,Mahindra XUV500,Mahindra,W11 AT ,2019,Automatic,84003,1,Diesel,43699,114,Zero downpayment,Ahmedabad,Gujarat
237,Maruti Vitara Brezza,Maruti,VDI ,2018,Manual,52597,1,Diesel,57999,861,Zero downpayment,Ahmedabad,Gujarat
238,Maruti Vitara Brezza,Maruti,VDI ,2018,Manual,72977,1,Diesel,84699,231,Zero downpayment,Ahmedabad,Gujarat
239,Maruti Vitara Brezza,Maruti,ZDI ,2018,Manual,52560,1,Diesel,79299,335,Zero downpayment,Ahmedabad,Gujarat
240,Hyundai Grand i10,Hyundai,GNA 1.2 KAPPA VTVT ,2017,Manual,20977,1,Petrol,75999,588,Zero downpayment,Ahmedabad,Gujarat
241,Hyundai Grand i10,Hyundai,GNA 1.2 KAPPA VTVT ,2017,Manual,26164,1,Petrol,64099,324,Zero downpayment,Ahmedabad,Gujarat
242,Hyundai Grand i10,Hyundai,GNA 1.2 KAPPA VTVT ,2017,Manual,19446,1,Petrol,75999,588,Zero downpayment,Ahmedabad,Gujarat
243,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2016,Manual,28830,1,Petrol,16299,485,Zero downpayment,Ahmedabad,Gujarat
244,Maruti Vitara Brezza,Maruti,ZDI PLUS DUAL TONE ,2018,Manual,54605,1,Diesel,85299,469,Zero downpayment,Ahmedabad,Gujarat
245,Hyundai Grand i10,Hyundai,GNA 1.2 KAPPA VTVT ,2017,Manual,26716,1,Petrol,75999,588,Zero downpayment,Ahmedabad,Gujarat
246,Honda Jazz,Honda,1.2 V AT ,2017,Automatic,45596,1,Petrol,76699,53,Zero downpayment,Ahmedabad,Gujarat
247,Maruti Vitara Brezza,Maruti,VDI ,2019,Manual,19142,1,Diesel,11499,51,Zero downpayment,Ahmedabad,Gujarat
248,Maruti Vitara Brezza,Maruti,ZDI ,2018,Manual,53464,2,Diesel,60699,921,Zero downpayment,Ahmedabad,Gujarat
249,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2019,Manual,66690,1,Petrol,46199,374,Zero downpayment,Ahmedabad,Gujarat
250,Hyundai Grand i10,Hyundai,GNA 1.2 KAPPA VTVT ,2017,Manual,25549,1,Petrol,75999,588,Zero downpayment,Ahmedabad,Gujarat
251,Hyundai Grand i10,Hyundai,GNA 1.2 KAPPA VTVT ,2018,Manual,56012,1,Petrol,88799,873,Zero downpayment,Ahmedabad,Gujarat
252,Hyundai Grand i10,Hyundai,Sportz(O) 1.2 MT ,2017,Manual,18026,1,Petrol,24999,678,Zero downpayment,Ahmedabad,Gujarat
253,Hyundai Grand i10,Hyundai,GNA 1.2 KAPPA VTVT ,2018,Manual,46493,1,Petrol,88799,873,Zero downpayment,Ahmedabad,Gujarat
254,Honda Brio,Honda,1.2 S MT I VTEC ,2015,Manual,75168,1,Petrol,61899,50,Zero downpayment,Ahmedabad,Gujarat
255,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2017,Manual,12719,1,Petrol,55899,366,Zero downpayment,Ahmedabad,Gujarat
256,Maruti Alto,Maruti,LXI ,2020,Manual,31863,1,Petrol,95599,800,Zero downpayment,Ahmedabad,Gujarat
257,Maruti Alto,Maruti,LXI ,2020,Manual,19899,1,Petrol,4399,996,Zero downpayment,Ahmedabad,Gujarat
258,Hyundai Grand i10,Hyundai,GNA 1.2 KAPPA VTVT ,2017,Manual,64449,1,Petrol,75999,588,Zero downpayment,Ahmedabad,Gujarat
259,Maruti Alto,Maruti,LXI ,2019,Manual,17432,1,Petrol,44999,674,Zero downpayment,Ahmedabad,Gujarat
260,Maruti Alto,Maruti,LXI ,2019,Manual,18223,1,Petrol,44999,674,Zero downpayment,Ahmedabad,Gujarat
261,Maruti Alto,Maruti,LXI ,2019,Manual,31429,1,Petrol,44999,674,Zero downpayment,Ahmedabad,Gujarat
262,Maruti Alto,Maruti,LXI ,2019,Manual,8082,1,Petrol,44999,674,Zero downpayment,Ahmedabad,Gujarat
263,Maruti Alto,Maruti,LXI ,2019,Manual,16350,1,Petrol,44999,674,Zero downpayment,Ahmedabad,Gujarat
264,Maruti Alto,Maruti,LXI ,2019,Manual,19862,1,Petrol,44999,674,Zero downpayment,Ahmedabad,Gujarat
265,Maruti Alto,Maruti,VXI ,2020,Manual,10732,1,Petrol,79699,446,Zero downpayment,Ahmedabad,Gujarat
266,Maruti Alto,Maruti,LXI ,2020,Manual,39054,1,Petrol,79699,446,Zero downpayment,Ahmedabad,Gujarat
267,Maruti Alto,Maruti,LXI ,2020,Manual,42989,1,Petrol,74499,331,Zero downpayment,Ahmedabad,Gujarat
268,Maruti Alto,Maruti,LXI ,2020,Manual,23524,1,Petrol,75499,353,Zero downpayment,Ahmedabad,Gujarat
269,Maruti Alto,Maruti,VXI PLUS ,2020,Manual,5573,1,Petrol,63499,86,Zero downpayment,Ahmedabad,Gujarat
270,Maruti Alto,Maruti,LXI ,2020,Manual,20604,1,Petrol,62499,64,Zero downpayment,Ahmedabad,Gujarat
271,Maruti Alto,Maruti,LXI ,2020,Manual,38540,1,Petrol,63599,88,Zero downpayment,Ahmedabad,Gujarat
272,Maruti Wagon R 1.0,Maruti,VXI ,2017,Manual,59584,1,Petrol,28499,532,Zero downpayment,Ahmedabad,Gujarat
273,Maruti Alto,Maruti,VXI ,2020,Manual,4646,1,Petrol,89099,655,Zero downpayment,Ahmedabad,Gujarat
274,Maruti Alto,Maruti,LXI ,2020,Manual,11737,1,Petrol,89699,669,Zero downpayment,Ahmedabad,Gujarat
275,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2018,Manual,98821,1,Petrol,38699,983,Zero downpayment,Ahmedabad,Gujarat
276,Maruti Swift,Maruti,VDI OPT ,2017,Manual,146251,1,Diesel,81599,713,Zero downpayment,Ahmedabad,Gujarat
277,Maruti S PRESSO,Maruti,VXI PLUS ,2019,Manual,12865,1,Petrol,49299,994,Zero downpayment,Ahmedabad,Gujarat
278,Maruti Alto 800,Maruti,VXI ,2018,Manual,24853,1,Petrol,2599,731,Zero downpayment,Ahmedabad,Gujarat
279,Maruti Alto,Maruti,VXI ,2020,Manual,6371,1,Petrol,6599,45,Zero downpayment,Ahmedabad,Gujarat
280,Maruti Alto,Maruti,LXI ,2020,Manual,11958,1,Petrol,6199,36,Zero downpayment,Ahmedabad,Gujarat
281,Maruti Alto,Maruti,LXI ,2019,Manual,60793,2,Petrol,44999,674,Zero downpayment,Ahmedabad,Gujarat
282,Maruti Alto,Maruti,LXI ,2019,Manual,12751,2,Petrol,44999,674,Zero downpayment,Ahmedabad,Gujarat
283,Maruti Alto,Maruti,LXI ,2019,Manual,14811,2,Petrol,38499,530,Zero downpayment,Ahmedabad,Gujarat
284,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2018,Manual,40994,1,Petrol,68799,653,Zero downpayment,Ahmedabad,Gujarat
285,Hyundai Grand i10,Hyundai,SPORTS 1.2 VTVT ,2016,Manual,43777,1,Petrol,79199,660,Zero downpayment,Ahmedabad,Gujarat
286,Maruti Vitara Brezza,Maruti,VDI ,2018,Manual,104921,1,Diesel,34699,343,Zero downpayment,Ahmedabad,Gujarat
287,Honda Brio,Honda,1.2 S MT I VTEC ,2017,Manual,41194,1,Petrol,39899,785,Zero downpayment,Ahmedabad,Gujarat
288,Maruti Alto,Maruti,LXI ,2019,Manual,35103,1,Petrol,44999,674,Zero downpayment,Ahmedabad,Gujarat
289,Maruti Alto 800,Maruti,VXI ,2017,Manual,12654,1,Petrol,3399,749,Zero downpayment,Ahmedabad,Gujarat
290,Maruti Alto,Maruti,LXI ,2020,Manual,10790,1,Petrol,90999,698,Zero downpayment,Ahmedabad,Gujarat
291,Maruti Alto,Maruti,LXI ,2019,Manual,29891,1,Petrol,44999,674,Zero downpayment,Ahmedabad,Gujarat
292,Maruti Alto,Maruti,LXI ,2020,Manual,21351,1,Petrol,3299,971,Zero downpayment,Ahmedabad,Gujarat
293,Hyundai NEW SANTRO,Hyundai,1.1 SPORTS AMT ,2018,Automatic,14689,1,Petrol,39799,8,Zero downpayment,Ahmedabad,Gujarat
294,Maruti Alto 800,Maruti,LXI ,2017,Manual,46081,1,Petrol,95899,582,Zero downpayment,Ahmedabad,Gujarat
295,Maruti Alto,Maruti,VXI ,2020,Manual,4879,1,Petrol,12299,171,Zero downpayment,Ahmedabad,Gujarat
296,Maruti Alto 800,Maruti,LXI ,2018,Manual,26290,1,Petrol,89899,449,Zero downpayment,Ahmedabad,Gujarat
297,Maruti Alto,Maruti,VXI ,2020,Manual,32695,1,Petrol,18599,312,Zero downpayment,Ahmedabad,Gujarat
298,Maruti Alto,Maruti,VXI ,2020,Manual,13700,1,Petrol,28299,527,Zero downpayment,Ahmedabad,Gujarat
299,Maruti Celerio,Maruti,ZXI ,2018,Manual,68004,1,Petrol,36499,710,Zero downpayment,Ahmedabad,Gujarat
300,Maruti Alto,Maruti,LXI ,2020,Manual,13013,1,Petrol,6199,36,Zero downpayment,Ahmedabad,Gujarat
301,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2017,Manual,62790,1,Petrol,43899,99,Zero downpayment,Ahmedabad,Gujarat
302,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2019,Manual,12754,1,Petrol,12199,618,Zero downpayment,Ahmedabad,Gujarat
303,Maruti Alto 800,Maruti,LXI ,2017,Manual,18379,1,Petrol,6499,818,Zero downpayment,Ahmedabad,Gujarat
304,Maruti Alto 800,Maruti,LXI ,2018,Manual,55810,1,Petrol,15199,11,Zero downpayment,Ahmedabad,Gujarat
305,Maruti Celerio,Maruti,ZXI ,2018,Manual,70963,2,Petrol,36499,710,Zero downpayment,Ahmedabad,Gujarat
306,Maruti Alto,Maruti,VXI ,2020,Manual,4673,1,Petrol,32999,632,Zero downpayment,Ahmedabad,Gujarat
307,Maruti Alto 800,Maruti,LXI ,2017,Manual,66365,1,Petrol,8099,853,Zero downpayment,Ahmedabad,Gujarat
308,Maruti Alto 800,Maruti,LXI ,2018,Manual,64103,1,Petrol,22299,169,Zero downpayment,Ahmedabad,Gujarat
309,Maruti Alto K10,Maruti,VXI ,2018,Manual,18808,1,Petrol,69999,230,Zero downpayment,Ahmedabad,Gujarat
310,Maruti Alto,Maruti,LXI ,2021,Manual,21588,1,Petrol,95799,804,Zero downpayment,Ahmedabad,Gujarat
311,Maruti Alto 800,Maruti,LXI ,2017,Manual,20778,1,Petrol,15999,29,Zero downpayment,Ahmedabad,Gujarat
312,Maruti Alto 800,Maruti,LXI ,2018,Manual,20086,1,Petrol,12999,962,Zero downpayment,Ahmedabad,Gujarat
313,Maruti Alto 800,Maruti,LXI ,2018,Manual,142263,1,Petrol,12999,962,Zero downpayment,Ahmedabad,Gujarat
314,Maruti Alto 800,Maruti,LXI ,2018,Manual,65915,1,Petrol,22499,174,Zero downpayment,Ahmedabad,Gujarat
315,Maruti Vitara Brezza,Maruti,ZDI ,2019,Manual,72902,1,Diesel,22399,294,Zero downpayment,Ahmedabad,Gujarat
316,Maruti Alto 800,Maruti,LXI ,2018,Manual,5887,2,Petrol,36699,490,Zero downpayment,Ahmedabad,Gujarat
317,Maruti Alto 800,Maruti,LXI ,2018,Manual,85598,1,Petrol,21299,147,Zero downpayment,Ahmedabad,Gujarat
318,Maruti Alto 800,Maruti,LXI ,2017,Manual,21323,1,Petrol,20399,127,Zero downpayment,Ahmedabad,Gujarat
319,Maruti Alto 800,Maruti,LXI ,2017,Manual,46238,1,Petrol,10399,905,Zero downpayment,Ahmedabad,Gujarat
320,Maruti Alto 800,Maruti,LXI ,2018,Manual,97402,1,Petrol,14899,5,Zero downpayment,Ahmedabad,Gujarat
321,Maruti Alto,Maruti,LXI ,2021,Manual,2796,1,Petrol,899,918,Zero downpayment,Ahmedabad,Gujarat
322,Maruti Alto 800,Maruti,LXI ,2018,Manual,35656,1,Petrol,36699,490,Zero downpayment,Ahmedabad,Gujarat
323,Hyundai Grand i10,Hyundai,Sportz(O) 1.2 MT ,2017,Manual,100687,1,Petrol,84599,780,Zero downpayment,Ahmedabad,Gujarat
324,Maruti Alto 800,Maruti,LXI ,2018,Manual,60267,1,Petrol,36699,490,Zero downpayment,Ahmedabad,Gujarat
325,Maruti Alto,Maruti,LXI ,2021,Manual,21318,1,Petrol,7999,76,Zero downpayment,Ahmedabad,Gujarat
326,Maruti Alto,Maruti,LXI ,2021,Manual,4231,1,Petrol,1299,927,Zero downpayment,Ahmedabad,Gujarat
327,Maruti Alto 800,Maruti,LXI ,2018,Manual,11967,2,Petrol,36699,490,Zero downpayment,Ahmedabad,Gujarat
328,Maruti Alto 800,Maruti,LXI ,2018,Manual,28516,1,Petrol,36699,490,Zero downpayment,Ahmedabad,Gujarat
329,Maruti Alto,Maruti,LXI ,2021,Manual,4595,1,Petrol,96499,820,Zero downpayment,Ahmedabad,Gujarat
330,Maruti Eeco,Maruti,5 STR WITH AC PLUSHTR ,2017,Manual,21029,1,Petrol,25199,458,Zero downpayment,Ahmedabad,Gujarat
331,Hyundai NEW SANTRO,Hyundai,SPORTZ 1.1 ,2020,Manual,5868,1,Petrol,58699,428,Zero downpayment,Ahmedabad,Gujarat
332,Maruti Alto,Maruti,LXI ,2021,Manual,7076,1,Petrol,7299,60,Zero downpayment,Ahmedabad,Gujarat
333,Maruti Alto,Maruti,LXI ,2021,Manual,2388,1,Petrol,23999,432,Zero downpayment,Ahmedabad,Gujarat
334,Maruti Baleno,Maruti,DELTA DDIS 190 ,2017,Manual,115277,1,Diesel,86099,37,Zero downpayment,Ahmedabad,Gujarat
335,Maruti Alto 800,Maruti,LXI ,2019,Manual,21967,2,Petrol,41999,608,Zero downpayment,Ahmedabad,Gujarat
336,Maruti Alto 800,Maruti,VXI ,2019,Manual,39425,1,Petrol,25299,236,Zero downpayment,Ahmedabad,Gujarat
337,Maruti Alto 800,Maruti,LXI ,2019,Manual,59241,1,Petrol,50399,794,Zero downpayment,Ahmedabad,Gujarat
338,Maruti Alto 800,Maruti,LXI ,2019,Manual,37457,1,Petrol,52899,850,Zero downpayment,Ahmedabad,Gujarat
339,Maruti Alto 800,Maruti,LXI ,2019,Manual,15585,1,Petrol,52899,850,Zero downpayment,Ahmedabad,Gujarat
340,Maruti Alto 800,Maruti,LXI ,2019,Manual,21673,1,Petrol,52899,850,Zero downpayment,Ahmedabad,Gujarat
341,Maruti Alto 800,Maruti,LXI ,2019,Manual,20876,1,Petrol,50499,797,Zero downpayment,Ahmedabad,Gujarat
342,Maruti Swift,Maruti,VXI ,2015,Manual,36339,1,Petrol,98099,80,Zero downpayment,Ahmedabad,Gujarat
343,Maruti Wagon R 1.0,Maruti,VXI ,2017,Manual,27741,1,Petrol,46199,925,Zero downpayment,Ahmedabad,Gujarat
344,Maruti Ciaz,Maruti,ZETA 1.4 VVT ,2018,Manual,83093,1,Petrol,71999,948,Zero downpayment,Ahmedabad,Gujarat
345,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2016,Manual,68410,1,Petrol,44899,121,Zero downpayment,Ahmedabad,Gujarat
346,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2016,Manual,36712,1,Petrol,44399,110,Zero downpayment,Ahmedabad,Gujarat
347,Maruti Swift,Maruti,VXI ,2015,Manual,62003,3,Petrol,71299,484,Zero downpayment,Ahmedabad,Gujarat
348,Maruti Vitara Brezza,Maruti,VDI OPT ,2017,Manual,140277,1,Diesel,65199,797,Zero downpayment,Ahmedabad,Gujarat
349,Maruti Eeco,Maruti,5 STR WITH AC PLUSHTR ,2018,Manual,37392,1,Petrol,60699,248,Zero downpayment,Ahmedabad,Gujarat
350,Audi Q3,Audi,30TFSI Premium Plus ,2017,Automatic,67539,1,Petrol,36199,967,Zero downpayment,Ahmedabad,Gujarat
351,Maruti Vitara Brezza,Maruti,ZDI PLUS DUAL TONE ,2016,Manual,41300,1,Diesel,13199,89,Zero downpayment,Ahmedabad,Gujarat
352,Maruti Alto 800,Maruti,LXI ,2016,Manual,16830,2,Petrol,68699,977,Zero downpayment,Ahmedabad,Gujarat
353,Maruti Alto 800,Maruti,LXI ,2017,Manual,65869,1,Petrol,9899,894,Zero downpayment,Ahmedabad,Gujarat
354,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2018,Manual,132012,1,Petrol,68199,639,Zero downpayment,Ahmedabad,Gujarat
355,Maruti Dzire,Maruti,VXI ,2020,Manual,32153,1,Petrol,90599,362,Zero downpayment,Ahmedabad,Gujarat
356,Maruti Dzire,Maruti,VXI ,2020,Manual,12754,1,Petrol,79299,111,Zero downpayment,Ahmedabad,Gujarat
357,Maruti IGNIS,Maruti,ZETA 1.2 K12 ,2018,Manual,47870,1,Petrol,8899,320,Zero downpayment,Ahmedabad,Gujarat
358,Honda Jazz,Honda,1.5 S MT ,2015,Manual,151263,1,Diesel,92099,722,Zero downpayment,Ahmedabad,Gujarat
359,Jeep Compass,Jeep,2.0 LONGITUDE ,2018,Manual,41511,1,Diesel,56099,941,Zero downpayment,Ahmedabad,Gujarat
360,Hyundai i20,Hyundai,GNA O 1.2 ,2013,Manual,40796,1,Petrol,81799,493,Zero downpayment,Ahmedabad,Gujarat
361,Honda WR-V,Honda,1.2 i-VTEC VX MT ,2018,Manual,22404,1,Petrol,17299,180,Zero downpayment,Ahmedabad,Gujarat
362,Maruti Dzire,Maruti,VXI ,2019,Manual,45576,1,Petrol,83199,197,Zero downpayment,Ahmedabad,Gujarat
363,Maruti Alto,Maruti,VXI ,2020,Manual,11061,1,Petrol,58299,970,Zero downpayment,Ahmedabad,Gujarat
364,Maruti Baleno,Maruti,ZETA 1.2 K12 ,2019,Manual,69553,1,Petrol,17999,747,Zero downpayment,Ahmedabad,Gujarat
365,Hyundai Xcent,Hyundai,S 1.2 ,2020,Manual,32118,1,Petrol,21299,820,Zero downpayment,Ahmedabad,Gujarat
366,Maruti Dzire,Maruti,VXI ,2019,Manual,12347,1,Petrol,11499,827,Zero downpayment,Ahmedabad,Gujarat
367,Honda City,Honda,VX CVT PETROL ,2018,Automatic,94837,1,Petrol,90099,800,Zero downpayment,Ahmedabad,Gujarat
368,Hyundai Verna,Hyundai,1.6 CRDI SX + AT ,2018,Automatic,59415,1,Diesel,12499,522,Zero downpayment,Ahmedabad,Gujarat
369,Hyundai Creta,Hyundai,1.4 E PLUS CRDI ,2018,Manual,241497,1,Diesel,68299,90,Zero downpayment,Ahmedabad,Gujarat
370,Hyundai Creta,Hyundai,1.6 SX CRDI ,2018,Manual,72987,1,Diesel,25999,47,Zero downpayment,Ahmedabad,Gujarat
371,Maruti IGNIS,Maruti,SIGMA 1.2 K12 ,2021,Manual,3072,1,Petrol,21699,605,Zero downpayment,Ahmedabad,Gujarat
372,Maruti Alto,Maruti,VXI ,2020,Manual,10380,1,Petrol,32999,632,Zero downpayment,Ahmedabad,Gujarat
373,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2020,Manual,8708,1,Petrol,22599,74,Zero downpayment,Ahmedabad,Gujarat
374,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2020,Manual,15951,1,Diesel,97399,187,Zero downpayment,Ahmedabad,Gujarat
375,Maruti Vitara Brezza,Maruti,VDI ,2018,Manual,71597,2,Diesel,32699,298,Zero downpayment,Ahmedabad,Gujarat
376,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2019,Manual,27003,1,Petrol,70499,915,Zero downpayment,Ahmedabad,Gujarat
377,Maruti Vitara Brezza,Maruti,LXI ,2021,Manual,4089,1,Petrol,11899,60,Zero downpayment,Ahmedabad,Gujarat
378,Hyundai Grand i10,Hyundai,GNA 1.2 VTVT ,2015,Manual,100370,1,Petrol,1999,942,Zero downpayment,Ahmedabad,Gujarat
379,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2019,Manual,64308,1,Diesel,32799,750,Zero downpayment,Ahmedabad,Gujarat
380,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2017,Manual,7158,1,Petrol,45799,141,Zero downpayment,Ahmedabad,Gujarat
381,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2019,Manual,5836,1,Petrol,43899,99,Zero downpayment,Ahmedabad,Gujarat
382,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2017,Manual,9155,2,Petrol,30799,807,Zero downpayment,Ahmedabad,Gujarat
383,Maruti S PRESSO,Maruti,VXI PLUS ,2019,Manual,5696,1,Petrol,34799,672,Zero downpayment,Ahmedabad,Gujarat
384,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2019,Manual,27957,1,Petrol,69699,673,Zero downpayment,Ahmedabad,Gujarat
385,Maruti Alto 800,Maruti,VXI ,2018,Manual,41873,1,Petrol,10299,902,Zero downpayment,Ahmedabad,Gujarat
386,Hyundai Grand i10,Hyundai,GNA 1.2 VTVT ,2018,Manual,26243,1,Petrol,90699,915,Zero downpayment,Ahmedabad,Gujarat
387,Maruti IGNIS,Maruti,DELTA 1.2 K12 AMT ,2017,Automatic,12652,1,Petrol,15599,469,Zero downpayment,Ahmedabad,Gujarat
388,Maruti S Cross,Maruti,ZETA 1.3 ,2016,Manual,79735,2,Diesel,74299,775,Zero downpayment,Ahmedabad,Gujarat
389,Renault Kwid,Renault,RXL ,2016,Manual,29503,1,Petrol,59799,779,Zero downpayment,Ahmedabad,Gujarat
